112.4479167,35.24861111
114.1725,26.65583333
116.8580556,25.42472222
113.42335,35.7002
113.16,25.08
109.91,25.63
110.13,26.49
113.78,25.93
107.6159722,33.95902778
114.6166667,28.58333333
118.82875,30.11027778
118.1666667,29.425
118.1,30.35
117.9166667,30.04166667
117.5166667,29.65
117.75,29.56666667
118.5755556,29.92444444
107.7533573,28.4164319
119.8333333,28.15833333
118.6232361,28.30513889
114.0402778,26.29555556
110.4670273,29.35216012
108.7868056,27.92777778
117.2833333,26.54166667
117.05,26.99166667
114.9919444,29.36986111
112.175,35.35833333
109.1666667,25.45
110.5847222,30.10138889
111.91,26.06875
104.3072222,28.04458333
