98.495,25.15944444
98.5,25.416667
98.566667,27.8
99.186944,28.272222
100.5189,22.0675
101,26.333333
101.89,30.87
101.96483,30.055305
102.54,30.91
102.75,30.06
102.928376,30.144125
103.1867,30.76188611
103.398589,29.496119
103.571742,28.262715
103.612264,30.996299
103.708727,35.36984
103.76644,23.0318056
104.2,26.91
104.39,34.04
105.28,27.3
105.3902778,28.16527778
105.5738889,26.63905556
105.72,34.56
105.89156,27.2444
106.130278,28.9256
106.15,33.32
106.3342056,28.62073889
106.3756528,24.55405833
106.468056,28.8744
106.523824,29.383203
106.6978,26.539278
106.7252417,26.627875
106.9069444,26.79277778
106.92,33.61
107,29.016667
107.0469972,28.10641944
107.099276,29.157849
107.1465306,28.43448056
107.190331,27.946853
107.2021639,28.21902778
107.338056,29.14278
107.4163889,28.45277778
107.54,25.59
107.633056,30.40389
108.247744,33.037845
108.341875,25.6530222
108.4012611,25.8882278
108.535169,32.519849
108.568878,25.36053611
108.642722,25.2221333
108.6902139,27.73653056
108.718733,33.4481333
108.7650944,31.4209333
108.7752667,33.76693333
108.7772222,27.78222222
108.93,30.29
109.021111,28.471455
109.07725,32.2418167
109.202889,28.154072
109.4,29.49
109.479425,30.295026
109.48,29.99
109.5334,28.519203
109.605,33.575278
109.7201919,28.28936
109.7484556,25.26471111
109.7775278,28.52501944
109.88,33.53
109.9032833,25.6037167
109.9338889,28.87416667
110.032936,29.887732
110.040007,25.742153
110.05,25.25
110.1014694,25.94401667
110.2178611,27.0371389
110.2371,24.89210278
110.2989056,25.84725833
110.311897,26.355276
110.340757,31.042327
110.40755,29.206583
110.4711111,28.705
110.58,25.6
110.6069722,25.07589
110.71,32.14
110.839333,25.5370833
110.85,26.43
110.9736111,26.33583333
111.01961,24.61084
111.13,29.42
111.2022,24.88169722
111.299808,26.397549
111.305139,28.210111
111.95444,26.0978
112.03,33.96
112.080663,24.567694
112.377423,24.780744
112.636954,26.883388
112.716167,27.2690278
112.805557,27.221519
113.146022,25.06498611
113.184435,24.813781
113.217309,25.22845
113.653389,26.072578
113.77,25.12
113.8713889,27.42583333
113.9991667,26.18638889
114.0296361,25.92998333
114.1,26.58
114.1953833,26.61741111
114.2455556,27.52555556
114.4086111,27.48194444
114.41,29.01
114.4326389,27.48552778
114.5063889,28.35527778
114.514242,26.32496
114.5613889,28.549444
114.5688889,29.36722222
114.58333,28.5333
114.61,27.39
114.7172222,29.50111111
114.7652778,28.74833333
114.8005556,28.83527778
114.8788611,28.94851667
114.96,29.32
115.1880972,25.25239722
115.2177778,29.53277778
115.2713889,28.98222222
115.78,25.6
115.8780556,28.80666667
115.99,29.61
116.01,26.47
116.22,27.54
116.2236111,25.91972222
116.343477,26.326566
116.357607,25.833607
116.49,31.74
116.50475,29.35090833
116.763457,25.707879
116.8309639,27.08706111
117.06026,27.706099
117.28,28.98
117.666233,27.76333
117.71739,29.854053
117.792739,26.397146
117.97,28.44
118,28
118.12,27.33
118.141565,30.272939
118.18,26.64
118.182474,29.786224
118.19,28.43
118.24,28.67
118.242298,25.657088
118.431373,29.866159
118.783333,32.05
118.80199,25.8568
119.06,27.61
119.141815,28.074413
119.264045,28.294877
119.276247,28.59204
119.36,30.19
119.482026,28.449138
119.56,30.62
119.573404,28.115802
119.58,27.555
119.63,27.97
119.63238,29.031361
119.635867,27.973349
119.916426,28.451836
119.938731,27.561804
120.17,30.27
120.299456,31.579934
120.374912,27.643456
120.97,29.14
121.022805,28.253586
121.25,24.25
121.430278,31.030278
